#,Zip Code,Location,City,Population,Avg. Income/H/hold,National Rank
1414,14839,"42.147524, -77.627811","Greenwood, New York",728,30625,"#22,823"
1415,12468,"42.299024, -74.400728","Prattsville, New York",1349,30609,"#22,846"
1416,13676,"44.654960, -74.926222","Potsdam, New York",17029,30585,"#22,876"
1417,13613,"44.843198, -74.749024","Brasher Falls, New York",2450,30574,"#22,887"
1418,12164,"43.587980, -74.358726","Speculator, New York",476,30568,"#22,898"
1419,14881,"42.405998, -76.351681","Slaterville Springs, New York",161,30536,"#22,949"
1420,12413,"42.313984, -74.022160","Cairo, New York",2673,30521,"#22,975"
1421,14753,"42.040451, -78.638622","Limestone, New York",1212,30446,"#23,056"
1422,14904,"42.069428, -76.805553","Elmira, New York",16862,30435,"#23,069"
1423,14214,"42.939793, -78.841077","Buffalo, New York",21860,30431,"#23,073"
1424,14754,"42.021908, -78.201569","Little Genesee, New York",545,30417,"#23,112"
1425,12957,"44.842599, -74.575140","Moira, New York",1798,30375,"#23,164"
1426,12853,"43.657984, -74.064603","North Creek, New York",2082,30357,"#23,193"
1427,12435,"41.730835, -74.513284","Greenfield Park, New York",261,30357,"#23,198"
1428,14716,"42.376294, -79.436818","Brocton, New York",3641,30321,"#23,233"
1429,12952,"44.721405, -73.908926","Lyon Mountain, New York",583,30313,"#23,244"
1430,12801,"43.312294, -73.645255","Glens Falls, New York",14374,30295,"#23,275"
1431,14218,"42.817887, -78.824667","Buffalo, New York",20203,30282,"#23,289"
1432,14042,"42.462371, -78.473211","Delevan, New York",4553,30253,"#23,318"
1433,13783,"41.993562, -75.290452","Hancock, New York",2497,30250,"#23,329"
1434,14708,"42.019219, -78.063617","Alma, New York",171,30208,"#23,380"
1435,12812,"43.875794, -74.389767","Blue Mountain Lake, New York",126,30208,"#23,384"
1436,11225,"40.662236, -73.958951","Brooklyn, New York",63774,30192,"#23,403"
1437,11220,"40.641307, -74.016251","Brooklyn, New York",92718,30152,"#23,452"
1438,13838,"42.285099, -75.388127","Sidney, New York",4956,30116,"#23,489"
1439,14735,"42.452690, -78.096169","Fillmore, New York",2643,30080,"#23,526"
1440,13839,"42.240354, -75.259059","Sidney Center, New York",1666,30042,"#23,568"
1441,12749,"41.689959, -74.826713","Kauneonga Lake, New York",251,30000,"#23,612"
1442,14808,"42.563230, -77.467272","Atlanta, New York",595,30000,"#23,624"
1443,14874,"42.531888, -77.178619","Pulteney, New York",216,30000,"#23,625"
1444,12870,"43.844949, -73.755934","Schroon Lake, New York",1677,29865,"#23,782"
1445,13790,"42.165361, -76.001942","Johnson City, New York",19713,29854,"#23,794"
1446,12485,"42.204654, -74.116052","Tannersville, New York",1480,29850,"#23,800"
1447,13642,"44.332561, -75.465315","Gouverneur, New York",10329,29773,"#23,859"
1448,12464,"42.033404, -74.369416","Phoenicia, New York",1173,29706,"#23,918"
1449,13450,"42.699265, -74.813133","Roseboom, New York",219,29643,"#23,987"
1450,14726,"42.253585, -79.020279","Conewango Valley, New York",2144,29537,"#24,111"
1451,11226,"40.646430, -73.956866","Brooklyn, New York",106154,29498,"#24,156"
1452,10034,"40.869208, -73.921929","New York, New York",41756,29479,"#24,169"
1453,13502,"43.141264, -75.154707","Utica, New York",33505,29470,"#24,183"
1454,13333,"42.836735, -74.805803","East Springfield, New York",142,29464,"#24,190"
1455,13820,"42.483429, -75.036905","Oneonta, New York",21058,29417,"#24,234"
1456,12423,"42.382493, -74.109110","East Durham, New York",1041,29402,"#24,240"
1457,14701,"42.081025, -79.253512","Jamestown, New York",42904,29324,"#24,332"
1458,14048,"42.479105, -79.312833","Dunkirk, New York",16097,29310,"#24,346"
1459,12439,"42.295070, -74.213326","Hensonville, New York",107,29167,"#24,497"
1460,13697,"44.754714, -74.810347","Winthrop, New York",2165,29162,"#24,509"
1461,13684,"44.356596, -75.013141","Russell, New York",982,29141,"#24,532"
1462,12190,"43.475631, -74.285410","Wells, New York",737,29107,"#24,562"
1463,13859,"42.372486, -75.245254","Wells Bridge, New York",213,29091,"#24,577"
1464,12914,"44.930433, -74.602930","Bombay, New York",1163,29083,"#24,587"
1465,11692,"40.593163, -73.793803","Arverne, New York",15893,29059,"#24,616"
1466,10467,"40.877420, -73.872597","Bronx, New York",94342,29044,"#24,626"
1467,12855,"44.027010, -73.758053","North Hudson, New York",263,28977,"#24,684"
1468,11101,"40.746970, -73.937530","Long Island City, New York",25595,28872,"#24,793"
1469,13331,"43.866325, -74.880855","Eagle Bay, New York",293,28750,"#24,926"
1470,13365,"43.070063, -74.850276","Little Falls, New York",8926,28657,"#25,021"
1471,13402,"42.908511, -75.499306","Madison, New York",1694,28542,"#25,142"
1472,13670,"44.128070, -75.067813","Oswegatchie, New York",613,28500,"#25,185"
1473,13350,"43.061013, -74.986356","Herkimer, New York",9878,28441,"#25,236"
1474,11232,"40.655827, -74.006829","Brooklyn, New York",27723,28395,"#25,283"
1475,12953,"44.764710, -74.279566","Malone, New York",16270,28191,"#25,474"
1476,13313,"42.878248, -75.267671","Bridgewater, New York",620,28173,"#25,488"
1477,13905,"42.173847, -75.936413","Binghamton, New York",27506,28089,"#25,587"
1478,11205,"40.696771, -73.967061","Brooklyn, New York",35622,28070,"#25,611"
1479,12482,"42.271396, -73.960047","South Cairo, New York",452,28036,"#25,646"
1480,13646,"44.446084, -75.674193","Hammond, New York",2239,28036,"#25,649"
1481,12819,"43.591932, -73.520776","Clemons, New York",364,28015,"#25,666"
1482,12923,"44.944581, -73.945816","Churubusco, New York",657,28015,"#25,667"
1483,13665,"44.048460, -75.434366","Natural Bridge, New York",827,28000,"#25,680"
1484,14739,"42.197690, -78.155910","Friendship, New York",2968,27934,"#25,746"
1485,10040,"40.858134, -73.929031","New York, New York",46599,27905,"#25,782"
1486,11691,"40.600774, -73.757824","Far Rockaway, New York",56184,27820,"#25,852"
1487,10473,"40.817685, -73.858576","Bronx, New York",56166,27733,"#25,921"
1488,13411,"42.633789, -75.306457","New Berlin, New York",3332,27674,"#25,973"
1489,14613,"43.182283, -77.639548","Rochester, New York",15078,27668,"#25,977"
1490,14206,"42.880078, -78.810472","Buffalo, New York",22988,27645,"#26,000"
1491,12974,"44.043787, -73.472821","Port Henry, New York",1540,27500,"#26,125"
1492,14415,"42.753296, -77.023266","Bellona, New York",62,27500,"#26,126"
1493,14769,"42.367931, -79.472317","Portland, New York",1024,27500,"#26,127"
1494,14777,"42.400206, -78.280334","Rushford, New York",620,27417,"#26,226"
1495,14215,"42.934353, -78.809741","Buffalo, New York",44484,27338,"#26,301"
1496,13633,"44.497430, -75.455993","De Peyster, New York",319,27222,"#26,405"
1497,14305,"43.122642, -79.023024","Niagara Falls, New York",20319,27158,"#26,474"
1498,13470,"43.209651, -74.610052","Stratford, New York",705,27115,"#26,514"
1499,12851,"43.846674, -74.059957","Minerva, New York",366,27083,"#26,550"
1500,11208,"40.669598, -73.871270","Brooklyn, New York",87165,27078,"#26,567"
1501,12406,"42.079963, -74.524062","Arkville, New York",892,27054,"#26,582"
1502,12980,"44.560173, -74.589754","Saint Regis Falls, New York",1347,26979,"#26,661"
1510,14901,"42.087649, -76.746938","Elmira, New York",17845,26504,"#27,102"
1511,14210,"42.864041, -78.832957","Buffalo, New York",16681,26410,"#27,184"
1518,12210,"42.657569, -73.757660","Albany, New York",9492,25761,"#27,706"
1528,14207,"42.952131, -78.898018","Buffalo, New York",22986,24027,"#28,795"
1530,14202,"42.881855, -78.877198","Buffalo, New York",4136,24000,"#28,811"
1531,12206,"42.673376, -73.781497","Albany, New York",16291,23891,"#28,864"
1533,13501,"43.081159, -75.225020","Utica, New York",36076,23815,"#28,910"
1546,14209,"42.916573, -78.865781","Buffalo, New York",8547,21915,"#29,841"
1547,14208,"42.914225, -78.851150","Buffalo, New York",13207,21783,"#29,912"
1552,12202,"42.634583, -73.763986","Albany, New York",10021,21250,"#30,120"
1560,14211,"42.907697, -78.821679","Buffalo, New York",29590,20336,"#30,440"
1563,14213,"42.918183, -78.892479","Buffalo, New York",26080,19934,"#30,554"
1571,14212,"42.894746, -78.820451","Buffalo, New York",15364,18015,"#30,952"
1581,14204,"42.883587, -78.861199","Buffalo, New York",10040,15901,"#31,298"
1583,14201,"42.896227, -78.886477","Buffalo, New York",13609,14642,"#31,429"
1586,12207,"42.658332, -73.746412","Albany, New York",2187,9798,"#31,777"
1588,14203,"42.848139, -78.847987","Buffalo, New York",1009,9400,"#31,801"
1503,10976,"41.021423, -73.922172","Sparkill, New York",1795,26875,"#26,761"
1509,10037,"40.813159, -73.937352","New York, New York",16984,26561,"#27,057"
1516,14779,"42.137151, -78.741310","Salamanca, New York",7352,26155,"#27,420"
1517,12751,"41.682808, -74.656247","Kiamesha Lake, New York",387,25804,"#27,680"
1524,12734,"41.734585, -74.750460","Ferndale, New York",837,24417,"#28,553"
1539,13436,"43.723006, -74.642094","Raquette Lake, New York",123,22813,"#29,441"
1553,14303,"43.084094, -79.031636","Niagara Falls, New York",7128,21201,"#30,162"
1561,14301,"43.097462, -79.031824","Niagara Falls, New York",14257,20334,"#30,441"
1569,14608,"43.154821, -77.623507","Rochester, New York",12362,18358,"#30,889"
1577,14605,"43.168307, -77.601608","Rochester, New York",14418,16695,"#31,187"
1593,10278,"40.715282, -74.004078","New York, New York",0,0,"#31,899"
1599,14857,"42.515012, -76.921115","Lakemont, New York",9,0,"#31,971"
1600,10041,"40.702868, -74.009835","New York, New York",0,0,"#32,007"
1574,10039,"40.826296, -73.937053","New York, New York",21737,17370,"#31,063"
1504,10468,"40.868093, -73.899730","Bronx, New York",78309,26852,"#26,795"
1505,13310,"42.889620, -75.571545","Bouckville, New York",491,26827,"#26,815"
1506,14872,"42.228710, -76.872294","Pine Valley, New York",480,26786,"#26,843"
1507,14717,"42.361647, -78.179701","Caneadea, New York",779,26726,"#26,895"
1508,11219,"40.632769, -73.996642","Brooklyn, New York",85987,26648,"#26,983"
1512,12517,"42.144292, -73.503163","Copake Falls, New York",317,26389,"#27,194"
1513,11213,"40.671034, -73.936357","Brooklyn, New York",65440,26366,"#27,211"
1551,11224,"40.577257, -73.989762","Brooklyn, New York",51205,21281,"#30,108"
1514,13208,"43.078289, -76.145325","Syracuse, New York",21440,26313,"#27,251"
1515,10032,"40.839194, -73.942591","New York, New York",63842,26237,"#27,371"
1519,13203,"43.061009, -76.134973","Syracuse, New York",15435,25589,"#27,824"
1585,13202,"43.043592, -76.150628","Syracuse, New York",5434,10000,"#31,765"
1520,13353,"43.447326, -74.694618","Hoffmeister, New York",151,25417,"#27,949"
1521,11216,"40.680854, -73.949144","Brooklyn, New York",55775,25135,"#28,138"
1522,12787,"41.795396, -74.845023","White Sulphur Springs, New York",223,24938,"#28,266"
1523,12916,"44.829345, -74.514650","Brushton, New York",1857,24868,"#28,296"
1525,10031,"40.825857, -73.949451","New York, New York",60221,24285,"#28,645"
1543,10029,"40.792245, -73.945230","New York, New York",75390,22232,"#29,691"
1572,10030,"40.818492, -73.943283","New York, New York",25847,17970,"#30,962"
1526,13664,"44.584961, -75.648193","Morristown, New York",340,24167,"#28,705"
1527,11207,"40.670361, -73.893848","Brooklyn, New York",86551,24163,"#28,725"
1529,10002,"40.715952, -73.985870","New York, New York",84870,24022,"#28,798"
1532,13675,"44.281718, -75.846286","Plessis, New York",98,23875,"#28,876"
1534,11211,"40.713507, -73.952578","Brooklyn, New York",85089,23567,"#29,060"
1555,11212,"40.662907, -73.912969","Brooklyn, New York",85161,20839,"#30,267"
1535,10472,"40.829650, -73.869368","Bronx, New York",64867,23565,"#29,061"
1536,10027,"40.811407, -73.953564","New York, New York",56168,23150,"#29,273"
1541,10026,"40.802320, -73.952943","New York, New York",30377,22491,"#29,581"
1537,13205,"43.004501, -76.141720","Syracuse, New York",20592,23125,"#29,291"
1549,13204,"43.051756, -76.178000","Syracuse, New York",20826,21387,"#30,078"
1538,11237,"40.704160, -73.921139","Brooklyn, New York",48910,23104,"#29,310"
1576,11239,"40.644728, -73.879186","Brooklyn, New York",14620,16919,"#31,156"
1540,11233,"40.678089, -73.919867","Brooklyn, New York",61955,22754,"#29,457"
1542,11221,"40.691310, -73.927772","Brooklyn, New York",76363,22305,"#29,664"
1544,14621,"43.186402, -77.601255","Rochester, New York",35977,22107,"#29,750"
1545,10458,"40.862831, -73.886395","Bronx, New York",77840,22072,"#29,779"
1564,10460,"40.842724, -73.879745","Bronx, New York",53707,19517,"#30,656"
1573,10459,"40.825558, -73.893156","Bronx, New York",39080,17498,"#31,042"
1548,13834,"42.543366, -74.958799","Portlandville, New York",170,21750,"#29,930"
1550,14802,"42.254333, -77.789646","Alfred, New York",3954,21313,"#30,104"
1554,10453,"40.852779, -73.912332","Bronx, New York",76775,21109,"#30,192"
1558,10452,"40.837763, -73.923314","Bronx, New York",72138,20606,"#30,359"
1584,10454,"40.805528, -73.916632","Bronx, New York",34976,14271,"#31,472"
1556,12305,"42.815918, -73.944331","Schenectady, New York",5922,20781,"#30,302"
1557,12733,"41.727393, -74.606582","Fallsburg, New York",1608,20694,"#30,327"
1559,14611,"43.147187, -77.646472","Rochester, New York",19774,20582,"#30,365"
1562,10451,"40.822092, -73.922612","Bronx, New York",40961,20307,"#30,451"
1565,13210,"43.031420, -76.125816","Syracuse, New York",27352,19397,"#30,686"
1566,10455,"40.814678, -73.908333","Bronx, New York",37465,19389,"#30,688"
1567,10457,"40.846687, -73.898374","Bronx, New York",69048,19233,"#30,729"
1578,10456,"40.830877, -73.907954","Bronx, New York",76656,16664,"#31,194"
1568,11206,"40.702037, -73.942444","Brooklyn, New York",69032,18661,"#30,855"
1570,12307,"42.806322, -73.934477","Schenectady, New York",6843,18071,"#30,942"
1575,12886,"43.648782, -73.909241","Wevertown, New York",84,17292,"#31,086"
1579,10474,"40.810203, -73.884437","Bronx, New York",11354,16339,"#31,233"
1580,12858,"43.908933, -73.675780","Paradox, New York",48,16094,"#31,276"
1582,10035,"40.795487, -73.929501","New York, New York",32702,14896,"#31,403"
1587,14604,"43.157078, -77.604677","Rochester, New York",1683,9692,"#31,789"
1589,14614,"43.157055, -77.615197","Rochester, New York",926,8750,"#31,816"
1590,12784,"41.667446, -74.611602","Thompsonville, New York",59,7321,"#31,842"
1591,10177,"40.755139, -73.975934","New York, New York",0,0,"#31,896"
1592,10271,"40.708236, -74.010541","New York, New York",0,0,"#31,898"
1594,10279,"40.712626, -74.008669","New York, New York",0,0,"#31,900"
1595,10020,"40.758236, -73.978833","New York, New York",1,0,"#31,901"
1596,11042,"40.758295, -73.697102","New Hyde Park, New York",513,0,"#31,902"
1597,14134,"42.534609, -78.521861","Sardinia, New York",16,0,"#31,969"
1598,13290,"43.069136, -76.173017","Syracuse, New York",0,0,"#31,970"
1601,10048,"40.711665, -74.012417","New York, New York",55,0,"#32,008"
1602,11371,"40.774052, -73.873628","Flushing, New York",0,0,"#32,009"
1603,10103,"40.760780, -73.977670","New York, New York",0,0,"#32,010"
1611,10167,"40.754648, -73.974771","New York, New York",0,0,"#32,018"
1612,10169,"40.754391, -73.976098","New York, New York",0,0,"#32,019"
1613,10170,"40.752625, -73.975877","New York, New York",1,0,"#32,020"
1614,10171,"40.755899, -73.973858","New York, New York",1,0,"#32,021"
1616,10173,"40.754131, -73.979364","New York, New York",0,0,"#32,023"
1606,10115,"40.810852, -73.963744","New York, New York",0,0,"#32,013"
1615,10172,"40.755273, -73.974315","New York, New York",0,0,"#32,022"
1604,10111,"40.759114, -73.977596","New York, New York",0,0,"#32,011"
1605,10112,"40.759167, -73.979668","New York, New York",0,0,"#32,012"
1607,10119,"40.750310, -73.992979","New York, New York",0,0,"#32,014"
1608,10152,"40.758404, -73.972031","New York, New York",0,0,"#32,015"
1609,10153,"40.763622, -73.972439","New York, New York",0,0,"#32,016"
1610,10154,"40.757779, -73.972487","New York, New York",0,0,"#32,017"
