#,Zip Code,Location,City,Population,Avg. Income/H/hold,National Rank
727,12037,"42.338761, -73.565767","Chatham, New York",4017,42391,"#9,975"
728,11236,"40.639761, -73.900640","Brooklyn, New York",96301,42370,"#9,991"
729,11954,"41.047283, -71.949541","Montauk, New York",3851,42329,"#10,012"
730,12023,"42.598558, -74.183022","Berne, New York",2121,42321,"#10,019"
731,10801,"40.917570, -73.784858","New Rochelle, New York",36322,42290,"#10,043"
732,12550,"41.539574, -74.057223","Newburgh, New York",52084,42277,"#10,052"
733,12168,"42.560992, -73.387574","Stephentown, New York",2083,42250,"#10,083"
734,14482,"42.973460, -77.960890","Le Roy, New York",9198,42244,"#10,090"
735,14572,"42.564924, -77.562596","Wayland, New York",5282,42243,"#10,093"
736,14838,"42.183871, -76.658655","Erin, New York",2105,42196,"#10,136"
737,13073,"42.583670, -76.387923","Groton, New York",6000,42190,"#10,142"
738,14878,"42.447954, -76.941942","Rock Stream, New York",747,42188,"#10,153"
739,14622,"43.215549, -77.556449","Rochester, New York",12027,42182,"#10,164"
740,12015,"42.292243, -73.821532","Athens, New York",2832,42143,"#10,199"
741,14470,"43.205212, -78.057685","Holley, New York",8953,42130,"#10,206"
742,14555,"43.257062, -76.991465","Sodus Point, New York",1287,42120,"#10,213"
743,12827,"43.440555, -73.506595","Fort Ann, New York",3815,42118,"#10,217"
744,13114,"43.463656, -76.241569","Mexico, New York",6462,42112,"#10,224"
745,10469,"40.867849, -73.845140","Bronx, New York",63345,42102,"#10,232"
746,12737,"41.486964, -74.798585","Glen Spey, New York",1500,42063,"#10,267"
747,12125,"42.475027, -73.412709","New Lebanon, New York",1493,42063,"#10,269"
748,14623,"43.087333, -77.641867","Rochester, New York",27387,42036,"#10,291"
749,12070,"42.981313, -74.265712","Fort Johnson, New York",1276,42031,"#10,294"
750,12457,"42.046634, -74.233239","Mount Tremper, New York",1123,42026,"#10,301"
751,14842,"42.600505, -76.981134","Himrod, New York",909,42019,"#10,312"
752,14037,"42.808401, -78.450075","Cowlesville, New York",1067,42000,"#10,328"
753,13303,"43.367414, -75.468212","Ava, New York",1190,42000,"#10,329"
754,12169,"42.592887, -73.448036","Stephentown, New York",166,42000,"#10,330"
755,12780,"41.457111, -74.701686","Sparrow Bush, New York",2117,41989,"#10,335"
756,14454,"42.797774, -77.774638","Geneseo, New York",10207,41984,"#10,342"
757,13212,"43.127007, -76.129705","Syracuse, New York",20878,41983,"#10,343"
758,13752,"42.190557, -74.897015","Delancey, New York",715,41964,"#10,355"
759,14591,"42.832021, -78.107328","Wyoming, New York",1570,41917,"#10,388"
760,13167,"43.330099, -76.066134","West Monroe, New York",3449,41910,"#10,393"
761,13028,"43.297634, -75.895223","Bernhards Bay, New York",1380,41875,"#10,419"
762,12422,"42.391829, -74.213288","Durham, New York",291,41838,"#10,462"
763,13606,"43.866400, -76.022787","Adams Center, New York",2727,41827,"#10,471"
764,14731,"42.307754, -78.643656","Ellicottville, New York",1773,41821,"#10,479"
765,14750,"42.076991, -79.327748","Lakewood, New York",4623,41815,"#10,484"
766,14870,"42.182406, -77.124783","Painted Post, New York",9347,41752,"#10,529"
767,14113,"42.656893, -78.345285","North Java, New York",775,41750,"#10,530"
768,12203,"42.678763, -73.845869","Albany, New York",32866,41727,"#10,559"
769,12306,"42.805431, -74.044234","Schenectady, New York",24581,41712,"#10,572"
770,13044,"43.304757, -75.993273","Constantia, New York",2776,41691,"#10,581"
771,13034,"42.961986, -76.711189","Cayuga, New York",1933,41633,"#10,624"
772,13057,"43.087662, -76.035448","East Syracuse, New York",14845,41626,"#10,628"
773,10703,"40.957236, -73.881126","Yonkers, New York",20410,41578,"#10,662"
774,11096,"40.621346, -73.756990","Inwood, New York",7975,41569,"#10,667"
775,14008,"43.309798, -78.629027","Appleton, New York",1489,41563,"#10,680"
776,12157,"42.669798, -74.286077","Schoharie, New York",3987,41535,"#10,695"
777,13661,"43.720822, -76.097899","Mannsville, New York",2048,41532,"#10,697"
778,14736,"42.140503, -79.746885","Findley Lake, New York",289,41500,"#10,718"
779,12131,"42.491723, -74.471816","North Blenheim, New York",217,41500,"#10,720"
780,13141,"42.752495, -76.185697","Preble, New York",789,41484,"#10,731"
781,14548,"42.976397, -77.240263","Shortsville, New York",4149,41472,"#10,740"
782,12808,"43.760148, -73.715618","Adirondack, New York",285,41458,"#10,754"
783,14480,"42.839522, -77.708389","Lakeville, New York",641,41447,"#10,763"
784,14541,"42.763430, -76.844570","Romulus, New York",2006,41429,"#10,770"
785,12045,"42.478837, -73.797553","Coeymans, New York",746,41406,"#10,792"
786,12989,"44.520107, -74.069770","Vermontville, New York",853,41382,"#10,810"
787,12546,"41.948000, -73.523357","Millerton, New York",3103,41377,"#10,813"
788,14227,"42.886935, -78.730383","Buffalo, New York",24573,41358,"#10,829"
789,13319,"43.025796, -75.278313","Chadwicks, New York",1018,41343,"#10,838"
790,12042,"42.425570, -73.920464","Climax, New York",812,41313,"#10,867"
791,13811,"42.225336, -76.179839","Newark Valley, New York",4348,41294,"#10,878"
792,12444,"42.266119, -74.278650","Jewett, New York",451,41250,"#10,955"
793,10601,"41.029566, -73.759207","White Plains, New York",8991,41201,"#10,993"
794,12515,"41.679444, -74.064879","Clintondale, New York",1068,41190,"#10,999"
795,12809,"43.241806, -73.471231","Argyle, New York",3667,41183,"#11,003"
796,12778,"41.642678, -74.817550","Smallwood, New York",735,41176,"#11,007"
797,14125,"43.084919, -78.274609","Oakfield, New York",3839,41158,"#11,024"
798,13346,"42.817210, -75.538579","Hamilton, New York",5735,41144,"#11,035"
799,13032,"43.081629, -75.766050","Canastota, New York",12427,41107,"#11,057"
800,12759,"41.786385, -74.660591","Loch Sheldrake, New York",1683,41098,"#11,065"
801,13802,"42.242134, -76.041266","Maine, New York",743,41058,"#11,101"
802,10304,"40.603589, -74.102477","Staten Island, New York",38972,41041,"#11,118"
803,13864,"42.292696, -76.401099","Willseyville, New York",1085,41026,"#11,126"
804,13077,"42.711074, -76.206959","Homer, New York",6823,41002,"#11,151"
805,10036,"40.759614, -73.991148","New York, New York",18751,41002,"#11,152"
806,13318,"42.920182, -75.261538","Cassville, New York",1429,41000,"#11,154"
807,11374,"40.726219, -73.861264","Rego Park, New York",44189,40998,"#11,164"
808,12424,"42.244523, -74.150286","East Jewett, New York",303,40972,"#11,186"
809,10001,"40.750722, -73.997276","New York, New York",17310,40932,"#11,228"
810,14551,"43.218114, -77.049402","Sodus, New York",5596,40925,"#11,233"
811,11418,"40.700101, -73.835908","Richmond Hill, New York",36571,40924,"#11,235"
812,14571,"43.345849, -78.253890","Waterport, New York",1119,40915,"#11,239"
813,13687,"44.467586, -74.798924","South Colton, New York",333,40893,"#11,262"
814,13424,"43.158842, -75.357088","Oriskany, New York",2744,40890,"#11,264"
815,14886,"42.505751, -76.684980","Trumansburg, New York",6441,40863,"#11,284"
816,14001,"43.036593, -78.510856","Akron, New York",9289,40837,"#11,304"
817,14094,"43.157693, -78.702073","Lockport, New York",51376,40836,"#11,305"
818,14817,"42.365570, -76.332004","Brooktondale, New York",2282,40823,"#11,323"
819,12090,"42.876802, -73.351525","Hoosick Falls, New York",6189,40799,"#11,350"
820,13328,"42.981397, -75.426471","Deansboro, New York",1266,40781,"#11,367"
821,12972,"44.555281, -73.539491","Peru, New York",5615,40774,"#11,374"
822,13060,"43.024403, -76.423425","Elbridge, New York",2852,40769,"#11,379"
823,12416,"42.102658, -74.282783","Chichester, New York",87,40750,"#11,392"
824,13166,"43.068039, -76.544080","Weedsport, New York",6107,40750,"#11,402"
825,14036,"42.973851, -78.389527","Corfu, New York",5243,40743,"#11,405"
826,12118,"42.923768, -73.718177","Mechanicville, New York",11767,40742,"#11,406"
827,12726,"41.699480, -74.988521","Cochecton, New York",1185,40682,"#11,459"
828,13147,"42.775406, -76.569608","Scipio Center, New York",1204,40556,"#11,569"
829,10475,"40.875266, -73.826037","Bronx, New York",38086,40528,"#11,597"
830,12873,"43.117451, -73.311646","Shushan, New York",808,40500,"#11,625"
831,10463,"40.880678, -73.906540","Bronx, New York",65576,40497,"#11,626"
832,14821,"42.238903, -77.207758","Campbell, New York",3503,40435,"#11,686"
833,12025,"43.083346, -74.138092","Broadalbin, New York",5683,40421,"#11,692"
834,12083,"42.424856, -74.026466","Greenville, New York",3154,40417,"#11,697"
835,12446,"41.790937, -74.314960","Kerhonkson, New York",4925,40394,"#11,739"
836,14804,"42.314417, -77.851435","Almond, New York",1522,40391,"#11,746"
837,12523,"42.069887, -73.753418","Elizaville, New York",1976,40385,"#11,753"
838,13301,"43.422141, -75.223686","Alder Creek, New York",219,40333,"#11,802"
839,12834,"43.088945, -73.500552","Greenwich, New York",6678,40248,"#11,898"
840,12529,"42.198740, -73.542728","Hillsdale, New York",2457,40244,"#11,900"
841,12871,"43.088569, -73.612965","Schuylerville, New York",4033,40230,"#11,912"
842,13054,"43.169352, -75.666823","Durhamville, New York",2162,40219,"#11,923"
843,14803,"42.233273, -77.795084","Alfred Station, New York",1241,40208,"#11,941"
844,11436,"40.675266, -73.796570","Jamaica, New York",18148,40194,"#11,951"
845,10009,"40.726622, -73.978955","New York, New York",58595,40176,"#11,980"
846,11435,"40.701408, -73.809817","Jamaica, New York",53877,40157,"#12,003"
847,14512,"42.645241, -77.399770","Naples, New York",4668,40154,"#12,016"
848,13416,"43.187390, -74.970566","Newport, New York",2228,40134,"#12,029"
849,14105,"43.180186, -78.486578","Middleport, New York",4483,40068,"#12,081"
850,14150,"42.997524, -78.878511","Tonawanda, New York",44535,40064,"#12,085"
851,14616,"43.234256, -77.653267","Rochester, New York",27119,40043,"#12,100"
852,10461,"40.847409, -73.841403","Bronx, New York",49808,40024,"#12,112"
853,12936,"44.264295, -73.400978","Essex, New York",479,40000,"#12,128"
854,12412,"42.002120, -74.229211","Boiceville, New York",927,39948,"#12,182"
855,11369,"40.763513, -73.871961","East Elmhurst, New York",36110,39936,"#12,190"
856,11238,"40.678424, -73.963874","Brooklyn, New York",48965,39917,"#12,200"
857,14219,"42.789589, -78.825966","Buffalo, New York",13050,39886,"#12,228"
858,12993,"44.193847, -73.489177","Westport, New York",1704,39875,"#12,235"
859,14818,"42.454933, -76.818927","Burdett, New York",1842,39856,"#12,245"
860,12958,"44.953538, -73.572922","Mooers, New York",1737,39851,"#12,252"
861,13807,"42.629776, -75.028841","Milford, New York",1319,39844,"#12,257"
862,12204,"42.691525, -73.733797","Albany, New York",6792,39840,"#12,267"
863,12454,"42.293523, -74.153428","Maplecrest, New York",552,39821,"#12,282"
864,13080,"43.080922, -76.465078","Jordan, New York",3553,39792,"#12,314"
865,12911,"44.535049, -73.468852","Keeseville, New York",35,39792,"#12,316"
866,14217,"42.971854, -78.875512","Buffalo, New York",24692,39777,"#12,324"
867,13408,"42.919020, -75.664315","Morrisville, New York",3908,39773,"#12,326"
868,13335,"42.705575, -75.247960","Edmeston, New York",1557,39766,"#12,333"
869,13827,"42.109832, -76.249951","Owego, New York",11823,39750,"#12,350"
870,12166,"42.844633, -74.460179","Sprakers, New York",1501,39737,"#12,362"
871,12865,"43.214159, -73.347451","Salem, New York",3152,39722,"#12,370"
872,13092,"42.654563, -76.419295","Locke, New York",2498,39695,"#12,381"
873,11416,"40.684614, -73.849509","Ozone Park, New York",23668,39692,"#12,384"
874,12466,"41.905034, -73.985610","Port Ewen, New York",3101,39664,"#12,413"
875,14445,"43.113720, -77.489532","East Rochester, New York",8179,39627,"#12,459"
876,12927,"44.256298, -74.868945","Cranberry Lake, New York",258,39583,"#12,488"
877,12738,"41.654765, -74.560004","Glen Wild, New York",320,39583,"#12,490"
878,14820,"42.195141, -77.370314","Cameron Mills, New York",804,39559,"#12,514"
879,12816,"43.043657, -73.363490","Cambridge, New York",4845,39543,"#12,525"
880,14055,"42.562879, -78.600126","East Concord, New York",1469,39500,"#12,560"
881,14141,"42.518547, -78.700622","Springville, New York",7858,39486,"#12,567"
882,12723,"41.775783, -75.018807","Callicoon, New York",2251,39474,"#12,575"
883,13118,"42.755585, -76.387278","Moravia, New York",6728,39472,"#12,577"
884,14840,"42.441073, -77.188573","Hammondsport, New York",3406,39428,"#12,618"
885,13131,"43.423243, -76.091802","Parish, New York",4029,39415,"#12,629"
886,13355,"42.810450, -75.421645","Hubbardsville, New York",692,39408,"#12,636"
887,12063,"42.553220, -73.632347","East Schodack, New York",192,39375,"#12,672"
888,12770,"41.449597, -74.851422","Pond Eddy, New York",272,39375,"#12,679"
889,12979,"44.987143, -73.375296","Rouses Point, New York",2450,39342,"#12,715"
890,13406,"43.141034, -74.935218","Middleville, New York",710,39327,"#12,728"
891,12208,"42.652519, -73.807897","Albany, New York",21307,39246,"#12,796"
892,14738,"42.045388, -79.056846","Frewsburg, New York",3800,39226,"#12,804"
893,14619,"43.136082, -77.648985","Rochester, New York",14754,39195,"#12,833"
894,14034,"42.495620, -78.860854","Collins, New York",6105,39167,"#12,847"
895,14098,"43.333873, -78.378758","Lyndonville, New York",2896,39167,"#12,848"
896,12985,"44.564739, -73.715975","Schuyler Falls, New York",1187,39135,"#12,883"
897,14489,"43.088381, -76.994347","Lyons, New York",7669,39126,"#12,888"
898,14710,"42.087770, -79.419847","Ashville, New York",3961,39113,"#12,896"
899,11372,"40.751706, -73.883561","Jackson Heights, New York",71308,39084,"#12,924"
900,12134,"43.235596, -74.140135","Northville, New York",2623,39075,"#12,929"
901,14585,"42.889753, -77.546889","West Bloomfield, New York",273,39063,"#12,938"
902,13473,"43.646998, -75.441240","Turin, New York",759,39063,"#12,939"
903,13787,"42.200328, -75.665581","Harpursville, New York",3642,39056,"#12,951"
904,12092,"42.703054, -74.389967","Howes Cave, New York",861,39038,"#12,967"
905,14805,"42.351406, -76.720073","Alpine, New York",1207,39028,"#12,975"
906,12209,"42.638363, -73.787960","Albany, New York",9772,39024,"#12,977"
907,13036,"43.309256, -76.166775","Central Square, New York",8462,39015,"#12,986"
908,14706,"42.106183, -78.528294","Allegany, New York",7596,39007,"#12,991"
909,14062,"42.451343, -79.166476","Forestville, New York",3351,38996,"#13,004"
910,12768,"41.876259, -74.715135","Parksville, New York",1030,38990,"#13,008"
911,12764,"41.591553, -74.995556","Narrowsburg, New York",1717,38981,"#13,019"
912,13209,"43.087539, -76.255166","Syracuse, New York",13774,38976,"#13,031"
913,12433,"42.000525, -74.156458","Glenford, New York",404,38958,"#13,049"
914,12959,"44.952351, -73.719912","Mooers Forks, New York",1467,38924,"#13,077"
915,13744,"42.243494, -75.907999","Castle Creek, New York",1202,38813,"#13,160"
916,14304,"43.100698, -78.948314","Niagara Falls, New York",30960,38783,"#13,174"
917,12763,"41.690603, -74.525308","Mountain Dale, New York",766,38750,"#13,221"
918,12458,"41.857544, -74.389725","Napanoch, New York",2243,38750,"#13,222"
919,13315,"42.739121, -75.136119","Burlington Flats, New York",1397,38750,"#13,225"
920,12072,"42.884893, -74.356741","Fultonville, New York",2545,38702,"#13,284"
921,11105,"40.778997, -73.906847","Astoria, New York",42117,38674,"#13,303"
922,14516,"43.197860, -76.911334","North Rose, New York",2672,38672,"#13,304"
923,12860,"43.705345, -73.757999","Pottersville, New York",1150,38667,"#13,309"
924,12910,"44.860024, -73.659348","Altona, New York",2340,38631,"#13,333"
925,13668,"44.755152, -74.998740","Norwood, New York",3173,38563,"#13,402"
926,14883,"42.243022, -76.472102","Spencer, New York",3866,38546,"#13,412"
927,13135,"43.248350, -76.332359","Phoenix, New York",5750,38542,"#13,423"
928,11103,"40.762634, -73.913156","Astoria, New York",44321,38482,"#13,478"
929,11901,"40.924693, -72.648656","Riverhead, New York",22897,38472,"#13,488"
930,10470,"40.900965, -73.863998","Bronx, New York",15780,38464,"#13,496"
931,14530,"42.741094, -78.014636","Perry, New York",5780,38458,"#13,500"
932,13071,"42.675103, -76.542586","Genoa, New York",1029,38438,"#13,528"
933,12790,"41.563427, -74.527399","Wurtsboro, New York",5454,38434,"#13,536"
934,12175,"42.563979, -74.556746","Summit, New York",950,38365,"#13,592"
935,12935,"44.843039, -73.749557","Ellenburg Depot, New York",5494,38311,"#13,637"
936,10013,"40.720067, -74.004829","New York, New York",25042,38304,"#13,643"
937,13148,"42.920125, -76.779988","Seneca Falls, New York",10913,38302,"#13,648"
938,13617,"44.580531, -75.142767","Canton, New York",10942,38294,"#13,653"
939,14550,"42.676483, -78.098453","Silver Springs, New York",1732,38220,"#13,700"
940,12765,"41.852332, -74.621157","Neversink, New York",836,38208,"#13,711"
941,12440,"41.803951, -74.140091","High Falls, New York",2010,38203,"#13,718"
942,14066,"42.615091, -78.186176","Gainesville, New York",1514,38182,"#13,747"
943,13326,"42.722500, -74.895381","Cooperstown, New York",5598,38175,"#13,750"
944,13409,"42.974873, -75.596977","Munnsville, New York",2181,38164,"#13,758"
945,11373,"40.737347, -73.878716","Elmhurst, New York",105723,38151,"#13,766"
946,14770,"42.025254, -78.293380","Portville, New York",3269,38147,"#13,768"
947,12732,"41.568057, -74.886620","Eldred, New York",900,38125,"#13,784"
948,12823,"43.179961, -73.409117","Cossayuna, New York",190,38125,"#13,785"
949,13486,"43.347530, -75.356372","Westernville, New York",832,38125,"#13,787"
950,13146,"43.100853, -76.756859","Savannah, New York",2541,38125,"#13,788"
951,13833,"42.198205, -75.768632","Port Crane, New York",4463,38097,"#13,823"
952,14569,"42.750485, -78.169399","Warsaw, New York",6481,38097,"#13,824"
953,13438,"43.354138, -75.159614","Remsen, New York",4364,38065,"#13,857"
954,13760,"42.133387, -76.084713","Endicott, New York",43954,38018,"#13,901"
955,13320,"42.777805, -74.740798","Cherry Valley, New York",2171,38017,"#13,902"
956,13788,"42.338730, -74.666876","Hobart, New York",912,38000,"#13,914"
957,14884,"42.479522, -77.893852","Swain, New York",309,38000,"#13,920"
958,13316,"43.418917, -75.739740","Camden, New York",6664,37989,"#13,927"
959,14724,"42.046328, -79.669830","Clymer, New York",2577,37981,"#13,942"
960,14894,"42.019488, -76.750371","Wellsburg, New York",2531,37969,"#13,959"
961,13158,"42.717351, -75.973408","Truxton, New York",2036,37969,"#13,960"
962,11104,"40.744515, -73.920457","Sunnyside, New York",29506,37962,"#13,965"
963,12828,"43.254993, -73.558355","Fort Edward, New York",8358,37927,"#13,988"
964,13480,"42.917856, -75.363163","Waterville, New York",3459,37925,"#13,991"
965,12743,"41.577183, -74.836643","Highland Lake, New York",303,37875,"#14,038"
966,13308,"43.251374, -75.660412","Blossvale, New York",4867,37870,"#14,046"
967,13476,"43.087503, -75.509514","Vernon, New York",3219,37862,"#14,053"
968,13477,"43.035802, -75.516213","Vernon Center, New York",1398,37857,"#14,056"
969,12913,"44.437184, -74.009083","Bloomingdale, New York",1194,37847,"#14,070"
970,14513,"43.063469, -77.100046","Newark, New York",14858,37843,"#14,074"
971,14718,"42.345814, -79.287617","Cassadaga, New York",2183,37838,"#14,078"
972,12409,"42.084844, -74.156900","Bearsville, New York",464,37813,"#14,102"
973,11229,"40.601293, -73.944493","Brooklyn, New York",80554,37812,"#14,105"
974,13207,"43.012868, -76.163401","Syracuse, New York",14890,37757,"#14,145"
975,12786,"41.638630, -74.857203","White Lake, New York",665,37727,"#14,172"
976,14606,"43.170996, -77.697914","Rochester, New York",29187,37707,"#14,207"
977,13634,"44.026880, -76.083381","Dexter, New York",3825,37692,"#14,221"
978,13625,"44.542508, -74.910389","Colton, New York",1882,37684,"#14,226"
979,12411,"41.878105, -74.038886","Bloomington, New York",382,37679,"#14,235"
980,14517,"42.593398, -77.892894","Nunda, New York",2801,37672,"#14,242"
981,13672,"44.403781, -74.645192","Parishville, New York",367,37656,"#14,254"
982,13903,"42.041886, -75.889073","Binghamton, New York",19282,37612,"#14,294"
983,12194,"42.539253, -74.457529","West Fulton, New York",215,37604,"#14,301"
984,13778,"42.359219, -75.759496","Greene, New York",6389,37511,"#14,364"
985,12941,"44.349395, -73.727808","Jay, New York",1429,37500,"#14,392"
986,13615,"44.007217, -75.979240","Brownville, New York",1027,37500,"#14,396"
987,13612,"43.985237, -75.769370","Black River, New York",2711,37457,"#14,438"
988,13746,"42.237222, -75.862775","Chenango Forks, New York",2203,37446,"#14,446"
989,13865,"42.064423, -75.637752","Windsor, New York",6507,37397,"#14,494"
990,14830,"42.129568, -77.029569","Corning, New York",19342,37394,"#14,496"
991,13431,"43.209082, -75.073328","Poland, New York",1840,37368,"#14,514"
992,11377,"40.744813, -73.905122","Woodside, New York",88339,37360,"#14,527"
993,11203,"40.649411, -73.934397","Brooklyn, New York",84498,37341,"#14,554"
994,13753,"42.295421, -74.924118","Delhi, New York",5474,37339,"#14,557"
995,14006,"42.633073, -79.021726","Angola, New York",10884,37311,"#14,594"
996,13040,"42.576696, -75.937895","Cincinnatus, New York",2831,37284,"#14,621"
997,12022,"42.670232, -73.327389","Berlin, New York",813,37279,"#14,628"
998,13101,"42.599501, -76.066293","Mc Graw, New York",2309,37277,"#14,632"
999,14433,"43.077038, -76.878578","Clyde, New York",4679,37260,"#14,648"
1000,11693,"40.611082, -73.822757","Far Rockaway, New York",11157,37248,"#14,668"
1001,13620,"43.908782, -75.448325","Castorland, New York",2499,37244,"#14,669"
1002,13142,"43.556406, -76.129199","Pulaski, New York",6595,37243,"#14,671"
1003,11970,"40.940660, -72.573108","South Jamesport, New York",319,37232,"#14,688"
1004,14478,"42.572191, -77.128404","Keuka Park, New York",1364,37227,"#14,695"
1005,13812,"42.034436, -76.348183","Nichols, New York",2454,37219,"#14,705"
1006,13786,"42.454631, -74.690493","Harpersfield, New York",435,37188,"#14,734"
1007,14740,"42.222299, -79.148649","Gerry, New York",1138,37188,"#14,736"
1008,12748,"41.770795, -74.928957","Jeffersonville, New York",1929,37188,"#14,740"
1009,11354,"40.768208, -73.827403","Flushing, New York",54329,37155,"#14,769"
1010,14741,"42.219966, -78.611624","Great Valley, New York",2076,37153,"#14,772"
1011,13693,"43.985747, -76.246105","Three Mile Bay, New York",470,37143,"#14,789"
1012,10466,"40.891039, -73.847226","Bronx, New York",68787,37141,"#14,795"
1013,13743,"42.217061, -76.332567","Candor, New York",3807,37125,"#14,818"
1014,14437,"42.569208, -77.733176","Dansville, New York",12296,37118,"#14,820"
1015,12028,"42.934442, -73.442269","Buskirk, New York",1100,37100,"#14,834"
1016,13340,"43.061642, -75.128570","Frankfort, New York",7937,37091,"#14,842"
1017,14860,"42.577999, -76.830889","Lodi, New York",1142,37063,"#14,879"
1018,13618,"44.114766, -76.290981","Cape Vincent, New York",1796,37059,"#14,881"
1019,14063,"42.408411, -79.331104","Fredonia, New York",14690,37010,"#14,933"
1020,13795,"42.056638, -75.778938","Kirkwood, New York",3770,37007,"#14,941"
1021,12068,"42.956072, -74.401834","Fonda, New York",3999,37000,"#14,958"
1022,14024,"42.567837, -78.234911","Bliss, New York",1741,36991,"#14,963"
1023,12992,"44.826541, -73.532192","West Chazy, New York",4533,36979,"#14,977"
1024,12810,"43.491968, -73.985941","Athol, New York",643,36979,"#14,978"
1025,11355,"40.750123, -73.820977","Flushing, New York",83281,36973,"#14,988"
1026,13622,"44.086743, -76.100111","Chaumont, New York",2082,36927,"#15,043"
1027,13042,"43.260450, -75.852580","Cleveland, New York",2479,36912,"#15,053"
1028,12463,"42.185728, -74.028971","Palenville, New York",1360,36908,"#15,061"
1029,12450,"42.170691, -74.229327","Lanesville, New York",430,36875,"#15,121"
1030,13440,"43.217344, -75.459735","Rome, New York",44797,36866,"#15,135"
1031,13733,"42.297364, -75.478119","Bainbridge, New York",4874,36864,"#15,137"
1032,12960,"44.015756, -73.572348","Moriah, New York",1019,36818,"#15,178"
1033,12480,"42.159477, -74.363284","Shandaken, New York",787,36750,"#15,249"
1034,13072,"42.761342, -75.751696","Georgetown, New York",1043,36750,"#15,253"
1035,14824,"42.265778, -76.693080","Cayuta, New York",869,36736,"#15,269"
1036,13777,"42.251796, -75.994246","Glen Aubrey, New York",1049,36713,"#15,300"
1037,13650,"43.819731, -76.217537","Henderson, New York",1319,36711,"#15,302"
1038,14757,"42.246047, -79.504370","Mayville, New York",3875,36698,"#15,313"
1039,13074,"43.319627, -76.550317","Hannibal, New York",4340,36686,"#15,326"
1040,12051,"42.344518, -73.828765","Coxsackie, New York",6905,36658,"#15,370"
1041,12496,"42.319697, -74.241265","Windham, New York",1097,36641,"#15,388"
1042,14867,"42.343150, -76.618094","Newfield, New York",5430,36638,"#15,391"
1043,14615,"43.204250, -77.657326","Rochester, New York",16158,36580,"#15,435"
1044,12493,"41.785589, -73.974095","West Park, New York",547,36579,"#15,436"
1045,13809,"42.410311, -75.428623","Mount Upton, New York",1372,36574,"#15,440"
1046,13471,"43.378027, -75.610579","Taberg, New York",3466,36571,"#15,445"
1047,12835,"43.311938, -74.012886","Hadley, New York",2882,36568,"#15,450"
1048,13694,"44.857601, -75.146018","Waddington, New York",1360,36544,"#15,479"
1049,12803,"43.285467, -73.636150","South Glens Falls, New York",7394,36543,"#15,483"
1050,14091,"42.537727, -78.882534","Lawtons, New York",1135,36528,"#15,501"
1051,14136,"42.521331, -79.175253","Silver Creek, New York",5429,36515,"#15,514"
1052,12817,"43.639819, -73.818906","Chestertown, New York",2187,36505,"#15,522"
1053,13680,"44.595988, -75.323398","Rensselaer Falls, New York",1303,36500,"#15,534"
1054,13691,"44.227220, -75.773875","Theresa, New York",2729,36500,"#15,535"
1055,12521,"42.171332, -73.650529","Craryville, New York",1499,36490,"#15,546"
1056,13156,"43.325994, -76.661304","Sterling, New York",2313,36484,"#15,553"
1057,14869,"42.368195, -76.768955","Odessa, New York",1435,36477,"#15,561"
1058,12836,"43.747839, -73.545582","Hague, New York",678,36467,"#15,568"
1059,12149,"42.630367, -74.559012","Richmondville, New York",2008,36447,"#15,594"
1060,12832,"43.358861, -73.318017","Granville, New York",7199,36437,"#15,608"
1061,11385,"40.700671, -73.889433","Ridgewood, New York",97524,36434,"#15,611"
1062,11218,"40.643783, -73.975954","Brooklyn, New York",74611,36432,"#15,613"
1063,14009,"42.593267, -78.397520","Arcade, New York",5695,36430,"#15,614"
1064,13489,"43.466569, -75.522386","West Leyden, New York",763,36429,"#15,621"
1065,12996,"44.355279, -73.448053","Willsboro, New York",2129,36424,"#15,626"
1066,12783,"41.738633, -74.833724","Swan Lake, New York",2169,36397,"#15,655"
1067,13624,"44.209480, -76.093055","Clayton, New York",5810,36396,"#15,656"
1068,12139,"43.500184, -74.579588","Piseco, New York",272,36375,"#15,680"
1069,12846,"43.345954, -73.789719","Lake Luzerne, New York",3162,36356,"#15,698"
1070,13140,"43.060381, -76.650274","Port Byron, New York",4915,36277,"#15,779"
1071,12472,"41.849570, -74.076786","Rosendale, New York",1654,36250,"#15,793"
1072,12182,"42.801006, -73.637646","Troy, New York",14104,36240,"#15,907"
1073,13849,"42.364096, -75.315824","Unadilla, New York",5151,36231,"#15,912"
1074,13736,"42.323579, -76.192978","Berkshire, New York",2342,36231,"#15,913"
1075,12950,"44.318369, -73.581246","Lewis, New York",749,36172,"#15,969"
1076,14728,"42.263333, -79.423176","Dewittville, New York",1071,36121,"#16,046"
1077,14101,"42.386295, -78.536979","Machias, New York",1949,36118,"#16,049"
1078,13638,"44.019032, -75.759378","Felts Mills, New York",363,36111,"#16,059"
1079,14812,"42.286166, -76.974274","Beaver Dams, New York",3932,36109,"#16,062"
1080,13083,"43.650543, -75.982795","Lacona, New York",1759,36094,"#16,083"
1081,12771,"41.375285, -74.631515","Port Jervis, New York",13847,36070,"#16,120"
1082,14858,"42.036293, -77.134052","Lindley, New York",1783,36053,"#16,139"
1083,12887,"43.550808, -73.383202","Whitehall, New York",4710,36042,"#16,157"
1084,13656,"44.192235, -75.955486","La Fargeville, New York",2655,36016,"#16,189"
1085,13420,"43.649537, -74.987135","Old Forge, New York",1587,36000,"#16,211"
